text,label
Bajaj Finserv EMI payment | Ref:36cf9299 | Amount: INR 1145.88,EMI
SIP investment in mutual fund | Ref:ae1a4022 | Amount: INR 43866.06,Investment
Myntra clothing order | Ref:4e2431bb | Amount: INR 3669.39,Shopping
Ola cab fare | Ref:b5d5361d | Amount: INR 26706.18,Travel
IndiGo flight ticket | Ref:d5530f08 | Amount: INR 5686.63,Travel
Personal loan EMI deduction | Ref:d10b9812 | Amount: INR 49458.63,EMI
Cafe coffee purchase at | Ref:456ee85f | Amount: INR 10271.97,Food
MakeMyTrip hotel booking | Ref:aa6930b7 | Amount: INR 22283.3,Travel
Zerodha stock purchase | Ref:8d9b92d4 | Amount: INR 1390.66,Investment
Uber ride payment | Ref:dad61768 | Amount: INR 41761.76,Travel
IRCTC train ticket booking | Ref:e68468cd | Amount: INR 27044.97,Travel
Personal loan EMI deduction | Ref:541d1bf8 | Amount: INR 20067.47,EMI
Swiggy order payment | Ref:f53cf5c5 | Amount: INR 26569.25,Food
Groww ETF investment | Ref:0b1e9fd7 | Amount: INR 13687.32,Investment
Reliance Digital purchase | Ref:968816f8 | Amount: INR 39226.48,Shopping
PPF contribution | Ref:07b178b8 | Amount: INR 20650.59,Investment
RedBus bus ticket | Ref:9fdf3505 | Amount: INR 45189.93,Travel
Petrol pump fuel payment | Ref:89de8113 | Amount: INR 22504.05,Travel
Credit card EMI installment | Ref:ce41e101 | Amount: INR 32748.97,EMI
IKEA furniture shopping | Ref:c27fa4ab | Amount: INR 16055.54,Shopping
Reliance Digital purchase | Ref:e5f4b207 | Amount: INR 21494.18,Shopping
Cafe coffee purchase at | Ref:79e29b26 | Amount: INR 49010.19,Food
SBI car loan EMI | Ref:0df1a352 | Amount: INR 47016.63,EMI
MakeMyTrip hotel booking | Ref:b200423f | Amount: INR 47388.87,Travel
Groww ETF investment | Ref:3fbcdcdf | Amount: INR 18732.58,Investment
Bajaj Finserv EMI payment | Ref:a363fc99 | Amount: INR 36146.61,EMI
SIP investment in mutual fund | Ref:e77efd49 | Amount: INR 34073.97,Investment
IndiGo flight ticket | Ref:4865b6e8 | Amount: INR 18533.7,Travel
Restaurant dining at | Ref:62e593cc | Amount: INR 38759.48,Food
Credit card EMI installment | Ref:22c4f508 | Amount: INR 41543.86,EMI
SIP investment in mutual fund | Ref:ca064ab0 | Amount: INR 3250.82,Investment
PPF contribution | Ref:ee5bf86d | Amount: INR 42441.18,Investment
Flipkart electronics purchase | Ref:62f1ca55 | Amount: INR 5823.38,Shopping
Bajaj Finserv EMI payment | Ref:2c9e2ee9 | Amount: INR 40575.45,EMI
Groww ETF investment | Ref:420f266f | Amount: INR 12394.41,Investment
HDFC home loan EMI | Ref:9d6f5e16 | Amount: INR 37885.53,EMI
IndiGo flight ticket | Ref:8061986b | Amount: INR 27694.96,Travel
Bajaj Finserv EMI payment | Ref:61183cd3 | Amount: INR 39021.41,EMI
Personal loan EMI deduction | Ref:8202cafd | Amount: INR 39458.3,EMI
Cafe coffee purchase at | Ref:b676ff37 | Amount: INR 22441.35,Food
Uber ride payment | Ref:a04de9d2 | Amount: INR 42905.86,Travel
Myntra clothing order | Ref:90e9cf3a | Amount: INR 10952.0,Shopping
Reliance Digital purchase | Ref:a79a9a9c | Amount: INR 30994.72,Shopping
Uber ride payment | Ref:984d533c | Amount: INR 28542.51,Travel
SBI car loan EMI | Ref:b8801c40 | Amount: INR 48027.98,EMI
Swiggy order payment | Ref:ef6e68de | Amount: INR 6249.64,Food
McDonald's meal payment | Ref:435466e5 | Amount: INR 20548.26,Food
Zomato dinner bill | Ref:3ca279a4 | Amount: INR 8827.46,Food
Zomato dinner bill | Ref:071bd776 | Amount: INR 13809.32,Food
Petrol pump fuel payment | Ref:0c4ad84e | Amount: INR 19297.29,Travel
IndiGo flight ticket | Ref:f61b397c | Amount: INR 40945.84,Travel
Credit card EMI installment | Ref:613fcc32 | Amount: INR 5528.24,EMI
Bajaj Finserv EMI payment | Ref:2004206c | Amount: INR 124.43,EMI
Uber ride payment | Ref:23ab4793 | Amount: INR 46865.22,Travel
Personal loan EMI deduction | Ref:5407a7d8 | Amount: INR 13708.63,EMI
Restaurant dining at | Ref:c208b895 | Amount: INR 8547.64,Food
IndiGo flight ticket | Ref:7c12723f | Amount: INR 39804.72,Travel
SIP investment in mutual fund | Ref:b802ec64 | Amount: INR 44539.46,Investment
PPF contribution | Ref:bedfd173 | Amount: INR 15691.44,Investment
Flipkart electronics purchase | Ref:40227765 | Amount: INR 37731.57,Shopping
Myntra clothing order | Ref:5a0e278f | Amount: INR 25862.39,Shopping
Dominos pizza order | Ref:a7678747 | Amount: INR 11616.93,Food
Flipkart electronics purchase | Ref:dcc49c55 | Amount: INR 48871.34,Shopping
PPF contribution | Ref:c1d56f54 | Amount: INR 16736.0,Investment
SIP investment in mutual fund | Ref:3e9a70ca | Amount: INR 14998.88,Investment
Swiggy order payment | Ref:4574ef65 | Amount: INR 10167.84,Food
Petrol pump fuel payment | Ref:0d14f283 | Amount: INR 20764.77,Travel
SBI car loan EMI | Ref:b0bba84d | Amount: INR 19736.01,EMI
HDFC home loan EMI | Ref:5815dc7d | Amount: INR 26674.83,EMI
Cafe coffee purchase at | Ref:b0e56046 | Amount: INR 9153.5,Food
Groww ETF investment | Ref:37404195 | Amount: INR 5802.91,Investment
Credit card EMI installment | Ref:60f22e32 | Amount: INR 6006.99,EMI
Grocery purchase at Big Bazaar | Ref:e9906903 | Amount: INR 33317.09,Food
Grocery purchase at Big Bazaar | Ref:7a73c04e | Amount: INR 19751.46,Food
Grocery purchase at Big Bazaar | Ref:275357f4 | Amount: INR 44718.54,Food
IKEA furniture shopping | Ref:3790cece | Amount: INR 3742.5,Shopping
RedBus bus ticket | Ref:fc5f4c2e | Amount: INR 29227.31,Travel
IKEA furniture shopping | Ref:ecc53f10 | Amount: INR 20010.86,Shopping
Reliance Digital purchase | Ref:19d1b999 | Amount: INR 36975.82,Shopping
SBI car loan EMI | Ref:46d177b7 | Amount: INR 44060.77,EMI
PPF contribution | Ref:8bf70d72 | Amount: INR 7151.47,Investment
IndiGo flight ticket | Ref:24a74785 | Amount: INR 43047.66,Travel
Personal loan EMI deduction | Ref:48753c7b | Amount: INR 42084.51,EMI
Reliance Digital purchase | Ref:bbf92dc0 | Amount: INR 4664.29,Shopping
Dominos pizza order | Ref:14b8f84a | Amount: INR 38227.06,Food
HDFC home loan EMI | Ref:49340c29 | Amount: INR 6861.2,EMI
Reliance Digital purchase | Ref:238f2e23 | Amount: INR 3211.03,Shopping
SIP investment in mutual fund | Ref:4c66a0a2 | Amount: INR 46983.86,Investment
Personal loan EMI deduction | Ref:27acea35 | Amount: INR 26933.56,EMI
Bajaj Finserv EMI payment | Ref:be89b498 | Amount: INR 29381.06,EMI
Personal loan EMI deduction | Ref:55d247f5 | Amount: INR 32072.14,EMI
PPF contribution | Ref:b0c42290 | Amount: INR 33940.75,Investment
Personal loan EMI deduction | Ref:48a1c431 | Amount: INR 10791.07,EMI
Myntra clothing order | Ref:0219e72c | Amount: INR 41186.85,Shopping
PPF contribution | Ref:7814bedd | Amount: INR 41893.95,Investment
Flipkart electronics purchase | Ref:bbb30dfa | Amount: INR 47360.36,Shopping
Cafe coffee purchase at | Ref:1accacbe | Amount: INR 33953.42,Food
PPF contribution | Ref:d9ae14ad | Amount: INR 7382.37,Investment
PPF contribution | Ref:45480ce6 | Amount: INR 29573.59,Investment
MakeMyTrip hotel booking | Ref:9612d036 | Amount: INR 23812.47,Travel
Reliance Digital purchase | Ref:5658cf1a | Amount: INR 1056.7,Shopping
Personal loan EMI deduction | Ref:80981a0c | Amount: INR 38937.43,EMI
Credit card EMI installment | Ref:40ebeac7 | Amount: INR 35660.11,EMI
IKEA furniture shopping | Ref:75708f31 | Amount: INR 20792.92,Shopping
Swiggy order payment | Ref:f693660e | Amount: INR 29980.62,Food
Swiggy order payment | Ref:ef397229 | Amount: INR 11470.82,Food
Zerodha stock purchase | Ref:a0d1071a | Amount: INR 44327.45,Investment
Reliance Digital purchase | Ref:54fb6c93 | Amount: INR 46679.32,Shopping
Bajaj Finserv EMI payment | Ref:91ec290e | Amount: INR 22474.11,EMI
HDFC home loan EMI | Ref:3966c071 | Amount: INR 46848.3,EMI
IndiGo flight ticket | Ref:877a1168 | Amount: INR 35081.82,Travel
SBI car loan EMI | Ref:5b8cf59d | Amount: INR 39473.92,EMI
PPF contribution | Ref:d5836371 | Amount: INR 32544.41,Investment
SBI car loan EMI | Ref:e8e8288b | Amount: INR 19671.84,EMI
Personal loan EMI deduction | Ref:64b98f10 | Amount: INR 23192.35,EMI
Grocery purchase at Big Bazaar | Ref:1aa89568 | Amount: INR 42625.48,Food
Myntra clothing order | Ref:80f41adb | Amount: INR 31208.57,Shopping
Grocery purchase at Big Bazaar | Ref:8efd221c | Amount: INR 2149.54,Food
SIP investment in mutual fund | Ref:61055bb1 | Amount: INR 18894.25,Investment
Restaurant dining at | Ref:93208d2b | Amount: INR 30815.1,Food
RedBus bus ticket | Ref:344b3116 | Amount: INR 23857.03,Travel
IKEA furniture shopping | Ref:84c765dd | Amount: INR 24858.49,Shopping
Uber ride payment | Ref:86c85fa5 | Amount: INR 23124.21,Travel
Groww ETF investment | Ref:f2c52204 | Amount: INR 16883.21,Investment
Uber ride payment | Ref:0a1da476 | Amount: INR 24106.8,Travel
SBI car loan EMI | Ref:80b59b1f | Amount: INR 10811.97,EMI
Petrol pump fuel payment | Ref:ea78790f | Amount: INR 29489.86,Travel
PPF contribution | Ref:0a3b992b | Amount: INR 29175.15,Investment
IndiGo flight ticket | Ref:7c422032 | Amount: INR 4898.59,Travel
Amazon online shopping | Ref:a02b7630 | Amount: INR 5780.36,Shopping
Petrol pump fuel payment | Ref:9177e6fe | Amount: INR 2937.6,Travel
Zerodha stock purchase | Ref:5474d93c | Amount: INR 2278.13,Investment
Myntra clothing order | Ref:dc916c29 | Amount: INR 4111.32,Shopping
IKEA furniture shopping | Ref:9fc6dfa2 | Amount: INR 16597.47,Shopping
Zomato dinner bill | Ref:4276b2e1 | Amount: INR 32372.29,Food
Credit card EMI installment | Ref:aec8b1d1 | Amount: INR 4810.62,EMI
Zomato dinner bill | Ref:c947c419 | Amount: INR 8583.07,Food
Personal loan EMI deduction | Ref:eda51572 | Amount: INR 44796.17,EMI
Grocery purchase at Big Bazaar | Ref:2e173621 | Amount: INR 1626.73,Food
Flipkart electronics purchase | Ref:3247b845 | Amount: INR 20487.89,Shopping
Bajaj Finserv EMI payment | Ref:829b026b | Amount: INR 45162.7,EMI
Flipkart electronics purchase | Ref:3c11dd76 | Amount: INR 21351.93,Shopping
Reliance Digital purchase | Ref:7e0794b7 | Amount: INR 4278.16,Shopping
RedBus bus ticket | Ref:524ac6f0 | Amount: INR 36646.27,Travel
IRCTC train ticket booking | Ref:b123fc93 | Amount: INR 34966.06,Travel
Dominos pizza order | Ref:9253fd03 | Amount: INR 46268.25,Food
Fixed deposit investment | Ref:3e4691e9 | Amount: INR 26019.85,Investment
Cafe coffee purchase at | Ref:0b092fbb | Amount: INR 24665.45,Food
MakeMyTrip hotel booking | Ref:faec0065 | Amount: INR 31134.52,Travel
Petrol pump fuel payment | Ref:8bc18fd7 | Amount: INR 49641.81,Travel
Zomato dinner bill | Ref:da072f6e | Amount: INR 42535.85,Food
IndiGo flight ticket | Ref:e541d870 | Amount: INR 43590.39,Travel
Cafe coffee purchase at | Ref:c4d0dacb | Amount: INR 23254.43,Food
Reliance Digital purchase | Ref:01125810 | Amount: INR 17511.56,Shopping
IRCTC train ticket booking | Ref:d4da7d84 | Amount: INR 12227.96,Travel
MakeMyTrip hotel booking | Ref:e34bb6db | Amount: INR 12213.76,Travel
HDFC home loan EMI | Ref:cd4b6f17 | Amount: INR 34370.82,EMI
Swiggy order payment | Ref:9501a703 | Amount: INR 9128.15,Food
RedBus bus ticket | Ref:9f75d441 | Amount: INR 39017.97,Travel
PPF contribution | Ref:f0c20e94 | Amount: INR 35465.5,Investment
IKEA furniture shopping | Ref:63bab56d | Amount: INR 9817.63,Shopping
Credit card EMI installment | Ref:c69f46ed | Amount: INR 49485.18,EMI
Fixed deposit investment | Ref:dda8bdbe | Amount: INR 12813.64,Investment
Zomato dinner bill | Ref:2ffaba2f | Amount: INR 12266.13,Food
Uber ride payment | Ref:5287339e | Amount: INR 49051.5,Travel
Flipkart electronics purchase | Ref:c10155b3 | Amount: INR 29882.46,Shopping
McDonald's meal payment | Ref:4b49f930 | Amount: INR 47402.48,Food
McDonald's meal payment | Ref:c27a2083 | Amount: INR 32200.02,Food
Groww ETF investment | Ref:6c6ca9ba | Amount: INR 774.47,Investment
Zerodha stock purchase | Ref:f8e24ae1 | Amount: INR 17842.76,Investment
HDFC home loan EMI | Ref:f7942423 | Amount: INR 17411.55,EMI
Credit card EMI installment | Ref:a308720a | Amount: INR 23239.86,EMI
IRCTC train ticket booking | Ref:8bb9ac72 | Amount: INR 13384.8,Travel
Personal loan EMI deduction | Ref:775abc7b | Amount: INR 4602.49,EMI
Ola cab fare | Ref:ce5664ff | Amount: INR 45606.82,Travel
Reliance Digital purchase | Ref:fd37232c | Amount: INR 29161.17,Shopping
Petrol pump fuel payment | Ref:6bed3b4a | Amount: INR 13981.07,Travel
Myntra clothing order | Ref:6b00e8c4 | Amount: INR 8908.48,Shopping
McDonald's meal payment | Ref:404760ff | Amount: INR 158.83,Food
SBI car loan EMI | Ref:5249bb04 | Amount: INR 16936.29,EMI
Zerodha stock purchase | Ref:cd8f93bf | Amount: INR 48990.65,Investment
RedBus bus ticket | Ref:76e4eaf2 | Amount: INR 6948.58,Travel
Credit card EMI installment | Ref:c9c77ef9 | Amount: INR 18027.88,EMI
IKEA furniture shopping | Ref:15856c37 | Amount: INR 20303.31,Shopping
Restaurant dining at | Ref:e0416500 | Amount: INR 43076.37,Food
HDFC home loan EMI | Ref:d159f0d0 | Amount: INR 21925.37,EMI
Zerodha stock purchase | Ref:e00a7d38 | Amount: INR 49444.1,Investment
Dominos pizza order | Ref:d2846699 | Amount: INR 13101.2,Food
Restaurant dining at | Ref:9ab27afc | Amount: INR 8969.46,Food
Dominos pizza order | Ref:6c619b2d | Amount: INR 5621.89,Food
Reliance Digital purchase | Ref:9957301f | Amount: INR 19713.13,Shopping
McDonald's meal payment | Ref:76e613c7 | Amount: INR 14771.6,Food
Dominos pizza order | Ref:b2ed2a02 | Amount: INR 27001.94,Food
SIP investment in mutual fund | Ref:73721efe | Amount: INR 10663.15,Investment
Credit card EMI installment | Ref:80d2ebc3 | Amount: INR 44212.27,EMI
Bajaj Finserv EMI payment | Ref:8b00f431 | Amount: INR 36382.59,EMI
McDonald's meal payment | Ref:748b8be6 | Amount: INR 26610.26,Food
McDonald's meal payment | Ref:b79fa537 | Amount: INR 28900.89,Food
SIP investment in mutual fund | Ref:6f7f6b3f | Amount: INR 34713.78,Investment
Uber ride payment | Ref:1a39422b | Amount: INR 34625.92,Travel
Cafe coffee purchase at | Ref:6be42c7b | Amount: INR 9893.83,Food
Fixed deposit investment | Ref:8ef7a276 | Amount: INR 13452.05,Investment
Reliance Digital purchase | Ref:af241527 | Amount: INR 41948.86,Shopping
SIP investment in mutual fund | Ref:8c5c8db1 | Amount: INR 10554.28,Investment
SIP investment in mutual fund | Ref:0b942ece | Amount: INR 42858.16,Investment
Amazon online shopping | Ref:b9e21036 | Amount: INR 27818.8,Shopping
Zerodha stock purchase | Ref:f23a4b26 | Amount: INR 23021.52,Investment
Ola cab fare | Ref:0558cccd | Amount: INR 36725.91,Travel
RedBus bus ticket | Ref:464670de | Amount: INR 25235.42,Travel
PPF contribution | Ref:d93b8f32 | Amount: INR 32856.73,Investment
Grocery purchase at Big Bazaar | Ref:342e7231 | Amount: INR 39599.4,Food
IRCTC train ticket booking | Ref:917a979a | Amount: INR 18593.01,Travel
Cafe coffee purchase at | Ref:39c4c031 | Amount: INR 1759.43,Food
Zerodha stock purchase | Ref:4ebdce85 | Amount: INR 39503.44,Investment
Zomato dinner bill | Ref:b3192412 | Amount: INR 12777.61,Food
Cafe coffee purchase at | Ref:e47b370d | Amount: INR 3986.07,Food
Credit card EMI installment | Ref:980c9176 | Amount: INR 28959.82,EMI
MakeMyTrip hotel booking | Ref:95cae5f5 | Amount: INR 37469.4,Travel
Flipkart electronics purchase | Ref:112d8355 | Amount: INR 1809.87,Shopping
Flipkart electronics purchase | Ref:b2671d67 | Amount: INR 4146.34,Shopping
Bajaj Finserv EMI payment | Ref:a83b9847 | Amount: INR 9105.09,EMI
Zerodha stock purchase | Ref:2ac34ccb | Amount: INR 28073.95,Investment
IndiGo flight ticket | Ref:fb10a0e7 | Amount: INR 24626.84,Travel
Swiggy order payment | Ref:f8798c9e | Amount: INR 22145.37,Food
MakeMyTrip hotel booking | Ref:9ed102ea | Amount: INR 14220.67,Travel
Ola cab fare | Ref:1c984687 | Amount: INR 43350.37,Travel
Petrol pump fuel payment | Ref:f4e8eb17 | Amount: INR 30273.82,Travel
Reliance Digital purchase | Ref:1b7e5196 | Amount: INR 33832.3,Shopping
Cafe coffee purchase at | Ref:172ef0f5 | Amount: INR 5878.08,Food
RedBus bus ticket | Ref:424d3d67 | Amount: INR 21108.89,Travel
Grocery purchase at Big Bazaar | Ref:2d0524d8 | Amount: INR 42623.27,Food
Credit card EMI installment | Ref:b311002f | Amount: INR 32781.7,EMI
Credit card EMI installment | Ref:7088879e | Amount: INR 49348.39,EMI
Swiggy order payment | Ref:81c9311d | Amount: INR 31088.14,Food
Petrol pump fuel payment | Ref:e939d4a2 | Amount: INR 43142.7,Travel
Amazon online shopping | Ref:f0807b2e | Amount: INR 42387.37,Shopping
Cafe coffee purchase at | Ref:3367a34c | Amount: INR 12783.54,Food
Dominos pizza order | Ref:6e531947 | Amount: INR 18579.54,Food
Grocery purchase at Big Bazaar | Ref:33b20295 | Amount: INR 13398.41,Food
Groww ETF investment | Ref:b05ed491 | Amount: INR 41924.62,Investment
Swiggy order payment | Ref:e49bbb0a | Amount: INR 19327.56,Food
Zerodha stock purchase | Ref:4bd695b9 | Amount: INR 2725.11,Investment
IndiGo flight ticket | Ref:f08ed212 | Amount: INR 19324.98,Travel
Myntra clothing order | Ref:46c6561b | Amount: INR 26525.26,Shopping
Grocery purchase at Big Bazaar | Ref:b37865fc | Amount: INR 40667.2,Food
Restaurant dining at | Ref:ace66a69 | Amount: INR 14824.58,Food
Restaurant dining at | Ref:b16bf940 | Amount: INR 5343.05,Food
Zomato dinner bill | Ref:c910d49a | Amount: INR 31006.76,Food
Zomato dinner bill | Ref:11f44249 | Amount: INR 7650.18,Food
MakeMyTrip hotel booking | Ref:7bb10bb3 | Amount: INR 4408.15,Travel
Bajaj Finserv EMI payment | Ref:8d376442 | Amount: INR 39855.95,EMI
IKEA furniture shopping | Ref:96960ee9 | Amount: INR 11862.73,Shopping
Credit card EMI installment | Ref:1cd79678 | Amount: INR 30087.64,EMI
HDFC home loan EMI | Ref:7ff371ea | Amount: INR 2565.08,EMI
Flipkart electronics purchase | Ref:03328dfe | Amount: INR 20212.39,Shopping
Myntra clothing order | Ref:f3faa39f | Amount: INR 38265.59,Shopping
Ola cab fare | Ref:3b3bf198 | Amount: INR 38537.99,Travel
Zomato dinner bill | Ref:5f78ab59 | Amount: INR 18941.66,Food
Uber ride payment | Ref:fa0aa9a5 | Amount: INR 15977.93,Travel
Reliance Digital purchase | Ref:1eb494b7 | Amount: INR 13132.48,Shopping
Zerodha stock purchase | Ref:dc28cde2 | Amount: INR 10018.66,Investment
MakeMyTrip hotel booking | Ref:e2522bb7 | Amount: INR 794.7,Travel
MakeMyTrip hotel booking | Ref:06e51236 | Amount: INR 15128.18,Travel
Dominos pizza order | Ref:d9c175dc | Amount: INR 30432.9,Food
RedBus bus ticket | Ref:9439915c | Amount: INR 8956.59,Travel
Personal loan EMI deduction | Ref:eb9ae413 | Amount: INR 34740.76,EMI
Zerodha stock purchase | Ref:2fe39b79 | Amount: INR 46199.33,Investment
SIP investment in mutual fund | Ref:975db387 | Amount: INR 412.42,Investment
Cafe coffee purchase at | Ref:f83b1bcb | Amount: INR 17497.02,Food
Personal loan EMI deduction | Ref:abe86d23 | Amount: INR 27061.31,EMI
PPF contribution | Ref:a0f3089d | Amount: INR 20477.19,Investment
HDFC home loan EMI | Ref:6bcbc5c8 | Amount: INR 28899.11,EMI
MakeMyTrip hotel booking | Ref:dd9a6f3d | Amount: INR 22119.68,Travel
Credit card EMI installment | Ref:bfcbeaef | Amount: INR 16597.26,EMI
Groww ETF investment | Ref:2b8298b7 | Amount: INR 38575.48,Investment
Restaurant dining at | Ref:9af54a28 | Amount: INR 4057.14,Food
Ola cab fare | Ref:a3a9c883 | Amount: INR 30143.02,Travel
Flipkart electronics purchase | Ref:5ce7011d | Amount: INR 3627.04,Shopping
SIP investment in mutual fund | Ref:79268bb7 | Amount: INR 29069.15,Investment
SIP investment in mutual fund | Ref:8e0ca8b5 | Amount: INR 16015.5,Investment
HDFC home loan EMI | Ref:0595c045 | Amount: INR 44718.71,EMI
Swiggy order payment | Ref:8965754b | Amount: INR 2879.9,Food
PPF contribution | Ref:d913efc4 | Amount: INR 49992.87,Investment
Bajaj Finserv EMI payment | Ref:7d04e9a2 | Amount: INR 19832.66,EMI
Petrol pump fuel payment | Ref:24d47490 | Amount: INR 8679.28,Travel
Myntra clothing order | Ref:c5764c10 | Amount: INR 22035.72,Shopping
Fixed deposit investment | Ref:c4a74f17 | Amount: INR 48297.52,Investment
Zomato dinner bill | Ref:9fc1a062 | Amount: INR 32804.68,Food
Zomato dinner bill | Ref:ba0bf1b5 | Amount: INR 9197.91,Food
Zomato dinner bill | Ref:b6cf02e3 | Amount: INR 18003.31,Food
IRCTC train ticket booking | Ref:7813129f | Amount: INR 49298.46,Travel
Reliance Digital purchase | Ref:f3524011 | Amount: INR 16488.39,Shopping
Uber ride payment | Ref:30b0011e | Amount: INR 29115.24,Travel
Bajaj Finserv EMI payment | Ref:7941b614 | Amount: INR 23374.43,EMI
Reliance Digital purchase | Ref:9465835a | Amount: INR 34803.39,Shopping
Amazon online shopping | Ref:d03be01a | Amount: INR 29045.32,Shopping
Groww ETF investment | Ref:2c6a89e5 | Amount: INR 11069.13,Investment
Fixed deposit investment | Ref:3d19ec88 | Amount: INR 17652.96,Investment
Amazon online shopping | Ref:e277568c | Amount: INR 25099.89,Shopping
PPF contribution | Ref:845ed7b4 | Amount: INR 18160.58,Investment
Personal loan EMI deduction | Ref:b8fdc83b | Amount: INR 44367.77,EMI
Myntra clothing order | Ref:45097b7b | Amount: INR 20467.96,Shopping
IKEA furniture shopping | Ref:7709045f | Amount: INR 7564.33,Shopping
Reliance Digital purchase | Ref:ce47d5e4 | Amount: INR 41615.76,Shopping
Grocery purchase at Big Bazaar | Ref:00c2f876 | Amount: INR 44501.28,Food
SIP investment in mutual fund | Ref:4c293312 | Amount: INR 28232.24,Investment
Personal loan EMI deduction | Ref:320787f1 | Amount: INR 49640.7,EMI
SIP investment in mutual fund | Ref:f0ed2a1c | Amount: INR 18477.52,Investment
Fixed deposit investment | Ref:bbb422c4 | Amount: INR 34777.72,Investment
IKEA furniture shopping | Ref:95902c29 | Amount: INR 15646.35,Shopping
Flipkart electronics purchase | Ref:5a6bcf19 | Amount: INR 9090.02,Shopping
Flipkart electronics purchase | Ref:dbe68c69 | Amount: INR 40886.06,Shopping
Flipkart electronics purchase | Ref:7dd7be14 | Amount: INR 19021.05,Shopping
Myntra clothing order | Ref:b8ac6d1a | Amount: INR 37496.65,Shopping
IKEA furniture shopping | Ref:9ef819ea | Amount: INR 19006.37,Shopping
SBI car loan EMI | Ref:47488813 | Amount: INR 37199.47,EMI
Petrol pump fuel payment | Ref:0d825d52 | Amount: INR 16866.19,Travel
Grocery purchase at Big Bazaar | Ref:86a06a7c | Amount: INR 6927.87,Food
SBI car loan EMI | Ref:967ab801 | Amount: INR 726.93,EMI
HDFC home loan EMI | Ref:63d4e340 | Amount: INR 42067.02,EMI
Swiggy order payment | Ref:12ddb7d0 | Amount: INR 5609.04,Food
Amazon online shopping | Ref:43864a14 | Amount: INR 40350.44,Shopping
Personal loan EMI deduction | Ref:95f65b1d | Amount: INR 49275.14,EMI
Myntra clothing order | Ref:f51761c5 | Amount: INR 39001.5,Shopping
Flipkart electronics purchase | Ref:a72b4201 | Amount: INR 41560.34,Shopping
Uber ride payment | Ref:59b02dd1 | Amount: INR 647.25,Travel
Credit card EMI installment | Ref:7ccce53a | Amount: INR 5890.22,EMI
PPF contribution | Ref:d28367e3 | Amount: INR 7676.61,Investment
MakeMyTrip hotel booking | Ref:9f21ebc8 | Amount: INR 4231.75,Travel
Grocery purchase at Big Bazaar | Ref:afd24270 | Amount: INR 7487.43,Food
Myntra clothing order | Ref:3b5d8fa0 | Amount: INR 11374.12,Shopping
SIP investment in mutual fund | Ref:b8df77c7 | Amount: INR 30103.03,Investment
Amazon online shopping | Ref:6b3153d1 | Amount: INR 5904.5,Shopping
Myntra clothing order | Ref:3d322e2f | Amount: INR 33828.83,Shopping
Credit card EMI installment | Ref:0f310021 | Amount: INR 43191.45,EMI
Personal loan EMI deduction | Ref:c082aa0f | Amount: INR 8391.87,EMI
IKEA furniture shopping | Ref:1b2c91cb | Amount: INR 3169.27,Shopping
HDFC home loan EMI | Ref:49a4b216 | Amount: INR 7742.61,EMI
Bajaj Finserv EMI payment | Ref:616c453d | Amount: INR 7325.17,EMI
SIP investment in mutual fund | Ref:10ddf06d | Amount: INR 24090.01,Investment
Personal loan EMI deduction | Ref:6d44431b | Amount: INR 46054.35,EMI
Zomato dinner bill | Ref:969a7e53 | Amount: INR 5087.17,Food
Fixed deposit investment | Ref:518bd6ac | Amount: INR 5726.78,Investment
Personal loan EMI deduction | Ref:050a8560 | Amount: INR 30544.26,EMI
Groww ETF investment | Ref:96bc9291 | Amount: INR 1529.8,Investment
Fixed deposit investment | Ref:cc9c137a | Amount: INR 39685.4,Investment
Restaurant dining at | Ref:d96cabae | Amount: INR 26605.36,Food
HDFC home loan EMI | Ref:90e9a0cc | Amount: INR 785.53,EMI
Reliance Digital purchase | Ref:d74eb940 | Amount: INR 34435.91,Shopping
HDFC home loan EMI | Ref:9f9019b9 | Amount: INR 3043.63,EMI
McDonald's meal payment | Ref:20f33a07 | Amount: INR 42295.84,Food
HDFC home loan EMI | Ref:b1f67fea | Amount: INR 24101.76,EMI
PPF contribution | Ref:5606b0d0 | Amount: INR 47594.44,Investment
Bajaj Finserv EMI payment | Ref:4d2d1e8c | Amount: INR 14287.93,EMI
SBI car loan EMI | Ref:b5e19890 | Amount: INR 26145.91,EMI
Zerodha stock purchase | Ref:4fd11334 | Amount: INR 41959.7,Investment
IRCTC train ticket booking | Ref:e49a3484 | Amount: INR 30436.78,Travel
PPF contribution | Ref:ea82a678 | Amount: INR 49582.27,Investment
Myntra clothing order | Ref:a658f87e | Amount: INR 4475.32,Shopping
Reliance Digital purchase | Ref:075eee9c | Amount: INR 28300.45,Shopping
Reliance Digital purchase | Ref:7d65cfff | Amount: INR 36764.05,Shopping
Cafe coffee purchase at | Ref:f9aeb228 | Amount: INR 47355.68,Food
Credit card EMI installment | Ref:44b6cda4 | Amount: INR 47785.64,EMI
IndiGo flight ticket | Ref:0399fd85 | Amount: INR 4229.52,Travel
Bajaj Finserv EMI payment | Ref:adb01e9d | Amount: INR 7929.45,EMI
SIP investment in mutual fund | Ref:ee00940d | Amount: INR 9486.55,Investment
Personal loan EMI deduction | Ref:0a34d923 | Amount: INR 20018.26,EMI
Zomato dinner bill | Ref:93c8f074 | Amount: INR 25569.37,Food
Fixed deposit investment | Ref:0f96fdc9 | Amount: INR 38261.57,Investment
