SMS text,Suggested label,Matched keywords,Reason
"doing business with you mr . samuel kunte beagon oil nigeria , ltd 45 , iretee avenue , victoria island lagos , nigeria phone : + 234 - 803 - 380 - 1106 dear friend , it is with a heart full of hope that i write , soliciting for your strict confidence in this transaction . this is by virtue of its nature as being confidential and top secret . i feel quite safe dealing with you in this business proposition , having gone through your remarkable profile on the internet . though , this medium ( internet ) has been greatly abused , i choose to reach you through it because it still remains the fastest , surest and most secured medium of communication . however , this correspondence is official and private , and it should be treated as such . i also guarantee you that this deal is hitch free from all what you may think of . i am an accountant with beagon nigeria , ltd . foreign oil company based in lagos , nigeria . beagon was involved in prospecting , drilling and bunkering of oil at high sea ( offshore ) , with expatriate consisting majority of the staff strength . unfortunately , these expatriates got into an illegal sale of oil and the money from it transferred through a security company out of the country but with a security stamp on it . the federal government of nigeria discovered the illegal deal , and revoked their license and the expatriates were repatriated . so , by virtue of my position as the accountant of the company , i have in my possession the documents containing information about the trunk box deposited with the security company . the content of this box is thirty two million united states dollars ( us $ 32 m ) . i have put in an application with the security company to transfer the box to their correspondence office abroad , which they have obliged . and being that this deal was been carried out by foreign firm , i need a trustworthy foreigner like you that will assist me to a logical conclusion of this pending business which both of us will bound to benefit earnestly . all i need from you is to stand before the security company and sign as one of expatriates to enable you claim the money and pay it into your bank account . please , note that this transaction is 100 % risk - free , for every machineries has been put in place for successful conclusion . note , i have with me all the necessary documents that will prove that the money is for you . i expect you to be trustworthy and kind enough to keep my own share , when the money hit your account . we hereby agree to compensate your sincere and candid effort in this regard with 20 % of the fund after the transfer and 5 % ( percent ) will be set aside for any expenses both local and international transportation , telephone bills etc , while 75 % will be for me and two of my colleagues . this deal will be concluded within seven ( 7 ) working days as soon as you indicate your readiness to assist in this beneficial transaction . therefore , i will want you to confirm your full contact information : your full name and address your private telephone and fax number the first two ( 2 ) pages of your international passport or drivers license via email attachement i will be looking forward to doing business with you , and solicit your confidentiality in this transaction . please acknowledge the receipt of this proposal via e - mail to enable me know if you are interesting or not . yours , faithfully , mr . samuel kunte tele : 234 - 803 - 380 - 1106 prvt : ( skunte 775 @ yahoo . de )",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"human viruses blown away ! ! ! the ancient secret of life ' the antidote ' kills all known deadly viruses & bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . etc . active . a disease must be made dormant to stop infection . ' the antidote ' is the answer . free shipping & 30 - day money back guarantee we are the only company in the world who have developed and enhanced this product for sale . click here for more info conflagrate existent wine waterbury arkansas nonce plot befall colombo inure bombast very inflicter croix boot bustard congestion transposable sulfuric saucy tioga quantile erich tepee trisodium seraglio biochemic newfound wale eyed oldster parsimonious division snivel ad perfidious covenant gunfire inclusive dromedary ado ashley gigahertz compton debtor orgasm discipline brassiere awry corpulent accrual crosspoint disastrous there ' ll cam clio antarctic stonewort lean cutthroat palmate everywhere prodigal monkish primate abscess expert mesa bank octogenarian drudge checklist hemispheric islamic andiron janeiro pastime concurred barge greedy terpsichorean shirk baltic sprint anchorite criss wiley stevenson donkey chamomile froth boat caryatid tropospheric bridgehead hostelry lemuel price delightful ekstrom eugenic beresford syntheses rhodonite isis fbi torr cerebrate workbook emolument klystron roach awhile swath nurture oases luck presidential rank baneful competition cytochemistry infuse bourbaki armata dig cobblestone deregulatory ambitious areawide brazil magisterial zoe bowie iraq rinehart bookend programming laocoon scowl",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"congratulations from : the lottery coordinator , international promotions / prize award department dear sir / madam , results for third category draws royal stakes south africa wishes to inform you of the results of it ' s third category draws held on the 3 rd april 2004 . we are happy to officially inform you that you have emerged a winner under our third category draws , which is part of our promotional draws . participants were selected through a computer ballot system drawn from 40 , 000 names / email addresses of individuals and companies from africa , america , asia , canada , europe , middle east , and oceania as part of our international promotions program . you / your company , attached to ticket number 28 - 04 - 1376 , with serial number 20 - 431 drew the lucky numbers 12 , 18 , 21 , 32 , 41 , 47 ( 31 ) , and consequently won in the third category . you have therefore been awarded a lump sum pay out of us $ 2 , 500 , 000 . 00 ( two million five hundred thousand united states dollars ) in cash , which is the winning payout for third category winners . this is from the total prize money of us $ 5 , 000 , 000 . 00 shared between 2 international winners in the third category . congratulations ! ! ! your fund is now deposited with apex finance and investment group insured in your name . in your best interest and also to avoid mix up of numbers and names of any kind , we request that you keep the entire details of your award strictly from public notice until the process of transferring your claims has been completed , and your funds remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants / nonparticipants of this program . we also wish to bring to your notice our mid year ( 2004 ) high stakes where you stand a chance of winning up to us $ 25 . 5 million , we hope that with a part of your prize you will participate . please contact your claims agent immediately , to begin your claims process ; mr . joshua leon , foreign department manager , apex finance and investment group . tel / fax : + 27 828675346 email : joshualeon 7 @ apexfandigroupsa . net for due processing and remittance of your prize money to a designated account of your choice . remember , you must contact your claims agent not later than two weeks from the date of receipt of this mail . after this date , all funds will be returned as unclaimed . note : for easy reference and identification , find below your reference and batch numbers , remember to quote these numbers in every one of your correspondence with your claims agent . reference number : 3 rss - 7 batch number : nd - 21 congratulations once again from all our staff and thank you for being part of our promotions program . sincerely , the lottery coordinator , royal stakes , south africa . 11 parkfield road , illovo , jhb . south africa . . tel / fax : + 27 823622669 n . b . any breach of confidentiality on the part of the winners will result to disqualification . please do not reply to this mail . contact your claims agent . ( terms and conditions apply ) mail sent from noise pollution radio webmail - http : / / radio . noisepollution . com",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"subscribers receive first notice on run - away stocks traders ' monthly alert january pick ( bmxg ) exploded from . 20 to 2 . 07 , a gain of over 900 % in 6 days ( 1 / 18 - 1 / 24 ) ! our next pick is an incredible find that will outperform all others based on their solid numbers , huge sales backlog , $ 2 billion in financing , low outstanding shares , and a deal with chinese government - run companies totaling $ 10 billion ! urgent buy at any price : global environmental energy corp . otcbb - geec current price - 1 . 90 running to - 6 . 00 geec is cbs marketwatch . com ' s # 1 best performer in the dj diversified industrials index in the last 2 months . this is a dow jones industry index that also contains 3 m , ge , and honeywell . we are sending this urgent investor bulletin revealing the most undervalued pick on the otcbb to our millions of subscribers for substantial profits immediately ! geec has experienced a recent spike in price and volume indicating heavy accumulation of shares . this is a sign of even bigger things to come for this emerging world leader in the conversion of waste materials into electrical energy , an industry with such high global demand that it is impossible to assign a value to the size of the market . geec is utilizing the unique proprietary technology of their biosphere process system for the disposal of a wide variety of waste products at 5 to 7 tons per hour , making a major impact on the global waste problem . this profitable and environmentally safe process converts into clean , green electricity such waste materials as municipal solid waste , agricultural wastes , forestry wastes , medical wastes , industrial wastes , sewage sludge , shale oil , sour natural gas , and the huge market of used tires . geec generates 5 to 10 mega - watts per hour of electricity from the waste conversion on a continuous basis which is then sold to replenish the local or national grid . the biosphere process succeeds in filling an urgent worldwide need for cost - effective renewable energy sources and a corresponding universal need to solve critical problems in the disposal of waste . geec has secured international acceptance for a revolutionary product designed to significantly impact the global waste problem while a major push for generating electricity from alternative sources continues to be the hot topic due to shortages and massive power failures . geec just announced a $ 10 billion , 5 - year joint venture with chinese government - operated companies , including yanzhou coal mining ( nyse - yzc , $ 74 ) . the deal is structured to have 1 , 300 geec biosphere systems deployed throughout china to fulfill an urgent need for waste disposal and energy generation , two critical areas for a country with a population exceeding 1 . 3 billion people . as china ' s rapid economic advance continues , a shortfall of 500 million kilowatts exists annually , prompting periodic blackouts in all chinese provinces . geec is in line to profit substantially while providing relief from unmanageable municpal solid waste disposal and simultaneously helping china meet its energy needs . the forecast for geec is crystal clear , and this is just the tip of the iceberg for this emerging worldwide leader where shares should be added immediately to every portfolio . we expect a continuous flow of huge news announcements while shares still represent an uncommon value for a company of this caliber . look for the continuation of strong positive developments that will ignite geec , which earns our highest rating for the most explosive gains on wall street . traders ' monthly alert ( tma ) is not a registered investment advisor or broker dealer . certain statements contained in this newsletter may be forward - looking statements within the meaning of the private securities litigation reform act of 1995 . such terms as expect , believe , may , will , and intend or similar terms may identify these statements . past performance is not an indicator of future results . this is not an offer to buy or sell securities . tma is an independent publication that was paid nine thousand dollars by a third party for the continuing coverage and dissemination of this company information . investors are advised to seek proper guidance from a financial advisor or a registered financial broker . investors should use the information provided in this newsletter as a starting point for gathering additional information on the profiled company to allow the investor to form their own opinion regarding investment . investing in micro - cap securities is highly speculative and carries an extremely high degree of risk and may result in the loss of some or all of the investment .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"smokers , cheap cigarettes please click here if you don ' t want to hear about any more of our great offers . to unsubscribe from this mailing list : click here or send a blank message to : r . superdeals . 0 - 312 ae 44 - 5 ccb . iit . demokritos . gr . - paliourg @ 49 . moosq . com optinrealbig . com llc 1333 w 120 th ave . suite 101 westminster , colorado 80234",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"fwd : hi paliourg , like to watch real people getting dirty . no fees for life . hi paliourg , do you like watching real live people , getting down and dirty . well here you go for a limited time only you can get a lifetime password at no charge , that ' s right no charge . . . voted # 1 new website in 2005 by the industry . . bread never falls but on its buttered side . ask no questions and hear no lies . . a true friend is someone who reaches for your hand , but touches your heart . . a penny saved is a penny earned . . never judge a book by its cover . an apple a day keeps the doctor away . keep your mouth shut and your eyes open . no more ? leave no stone unturned . . never cackle unless you lay . . call a spade a spade . . he that pays last never pays twice . . it ' s an ill wind that blows no - one some good . . more haste less speed . . while the cats away the mice play . . the early bird catches the worm . . there is a thin line between love and hate . .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
i ' ll never stop loving you at what age is it easiest to fall in love . ? it doesnt matterif you can meet the right person . but the question iswhere do you find the right person . click on the link below and discover where thousands of people have fallen in love and its free . click here : http : / / keeponlovinme . com / search / ? oc = 5303,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"how have you been , , obtain all of your meds here . . topic snuggle save over 50 % onbprescriptionwdrugs with our on - linelpharmacy you can 1 . order name right from home ( not the cheap european versions on sites offer ) 2 . get it shipped same day to your door step 3 . never have to worry about getting a doctorsto write the prescriptionragain 4 . save hundreds of dollars over your localhpharmacy if all this sounds good to you then you need to click here for more about what we offer . we carry everything from vicodin , valum , xanax , and viagra . so go to our site to see how much we can save you today .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"^ . pe , nis s ^ ize mat ; ters ! yhvqbvdboevkcd briababhdpr frdjvdbesk cdpizacqjkufx hfkosxcymgftzd wdyiwpbqipv xxieqncfpa the only solution to penis enlargement fxbekdcaolk gsiaagcrhyp limited offer : add at least 3 inches or get your money back ! rlaegydzfb ylbafsepgjv we are so sure our product works we are willing to prove it by offering a free trial bottle + a 100 % money back guarantee upon purchase if you are not satisfied with the results . - - - > click here to learn more - - - also check out our * brand new * product : penis enlargement patches comes with the 100 % money back warranty as well ! eqiupgbbaxz gogqkkdpbdo igjohodzauuuu yreliodctrin cbywdvdthl nogsvvbnwug no more offers",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"urgent message mr francis oma attn : director / ceo , a cry for family help . i am mr francis oma the first son of the late mr . peter oma . my father had served mr b . h . lions who was an irish citizen and a successful farmer in our remote village . my father served him for many years and inherited his farm after his death . my father became an executive member of the farmers association in the western mashonaland province of zimbabwe . he also became a successful businessman , because of the recent uprising in my country and the war veterans and farmers clashing , my father decided that it would be safer if my younger brother and i move to south africa to escape the violence . we left zimbabwe with two boxes containing the sum of us $ 11 . 5 m ( eleven million , five hundred thousand united states dollars only ) and valuables ( diamonds ) worth us $ 5 m . my father has instructed us to deposit it with a private security company on our arrival . he also instructed me not to reveal the contents of the box to anyone for security reasons and all the documents pertaining to this deposition . barely two months after we moved to johannesburg , we got information that my father ' s farm had been invaded and that my parent and most of his workers had been killed . my father ' s property and farmland have now been taken over by the war veterans . i believe that this has been the work of people who did not like my father because of white owned farms . we could not even attend the funerals of my parents as we also now fear for our dear lives . our reason for contacting you is to seek for your assistance in providing an overseas bank account where we can transfer this fund . have in mind that this is a risk free business as we have conclude a modality for the transfer . your participation gives you 20 % of the total sum , 7 % for all expense in curred during this business while 73 % is for my younger brother and i . the diamond will be discussed at our arrival . we do not know much about diamonds or how to invest this money so we will also need your assistance in this regard . we have agreed to give you a share of the money if you are willing to assit us , should this proposal meet your utmost consideration , please do not hesitate to contact my brother or me on the above email address . the confidentiality of this proposal cannot be overemphasized as we believe that you will oblige with us the needed security and attention it demands . please treat this proposal with the utmost regard , and the confidentiality of these business should not be over - emphasised . please response on this email address ; francisoma @ zwallet . com waiting for your favourable response . thanks and god bless , ( from mr francis oma ) . - - - - - - - - - - - - - - - - powered by telstra . com",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"join the thousands who are now sp @ m - free forget spam blockers ! get smart spam control that always delivers the email you want ! finally , we discovered the ultimate solution that is guaranteed to stop all spam without losing any of your important email ! this revolutionary advanced technology also protects you 100 % against all email - borne viruses - both known and unknown . we didn ' t beleive it either until we actually tried it . so you be the judge and see for yourself . click here and learn more you owe it to yourself to try this program , and forward this email to all of your friends who hate spam or as many people as possible . we are strongly against sending unsolicited emails to those who do not wish to receive our special mailings . you have opted in to one or more of our affiliate sites requesting to be notified of any special offers we may run from time to time . we also have attained the services of an independent 3 rd party to overlook list management and removal services . this is not unsolicited email . if you do not wish to receive further mailings , please click here to be removed from the list . please accept our apologies if you have been sent this email in error . we honor all removal requests market re - search 8721 santa monica boulevard # 1105 los angeles , ca 90069 - 4507 eliot banks spectrophotometer juicy annoy orlando seville squeegee secular dull gorilla whatley carib aqua aseptic videotape opaque foley loretta frosty squirt eigenvalue apportion bat fence strategy abbot cholinesterase coralberry thieving bookbind flat magi emphatic carnage clung kaolin incurring pinafore hygiene crystallographer jitterbug aeronautic farmhouse",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"want your music for free ? we teach you how to do it . press here to enter ! membership comes with : unlimited music mp 3 s unlimited movies unlimited games unlimited software unlimited tv shows unlimited song lyrics unlimited audio books click below to learn more ! more member bonuses : dvd copying software mp 3 burning software anti - virus software game copying software pop - up killer software spyware killer software adware killer software click below to learn more ! even more benefits : latest filesharing software in - depth visual tutorials internet history cleaner privacy protection software access to 90 , 000 , 000 songs unlimited technical support stay legal - don ' t get sued click below to learn more ! membership : learn more member bonuses : learn more member benefits : learn more lifetime membership is only $ 34 . 95 ! press here to join now and start downloading in minutes ! to be removed from future email notifications , please click here .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"if you want real vicodin read this save over 50 % on prescriptionqdrugs with our on - line pharmacy you cand 1 . buy name brandumedicine like vicodinz ( not the european version most on - linexpharmacies sell ) 2 . never have to get a bprescriptiond from your doctor again 3 . have the medicine shipped right to your door . if all this sounds good to you then click here to learn more about what we can do . we carry over 100 name brand prescriptionydrugs so we will have what you are looking for at discount prices . so , click here to visit us today and see for yourself .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"you have won ! ! ! ! de national lottery po box 1010 liverpool l 70 lnl from : the desk of the promotions manager , international promotions / prize award department , ref no : bba 444125680216 and batch no : 24 / 000 / bls attention : sir / madam , re / award notification we are pleased to inform you of the announcement of winners of de national lotto programs held on the 18 th april , 2005 as part of our first quarter of the year bonanza . you or your company , attached to ticket number 034 - 1416 - 4612 - 750 , with serial number 6521 - 11 drew the lucky numbers 47 - 44 - 20 - 24 - 39 - 43 , and consequently won the lottery in category c . you have therefore been approved for a lump sum pay out of us $ 9 , 000 , 000 ( nine million united states dollars ) in cash credited to file ref no : bba 444125680216 this is from total prize money of us $ 90 , 000 , 000 . 00 shared among 10 winners in this category . all participants were selected through a computer balloting system drawn from 96 , 000 names from middle east , asia , africa , south america , europe , north america and oceania as part our international promotions program , which is conducted annually . congratulations ! your fund is now deposited with barclays finance service , due to the mix up of some numbers and names , we ask that you keep this award strictly from public notice until your claim has been processed and your money remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants of this program . we hope with a part of your prize , you will participate in our end of year high stakes us $ 1 . 3 billion international lottery . to begin your claim , please contact your claims agent ; mr . raymond berman account director barclays finance service telephone : + 447040101817 fax : + 447092807619 email : raymond _ berman @ zwallet . com raymondberman 9 @ zwallet . com for due processing and remittance of your prize money to a designated account of your choice . remember , you must contact barclays finance service not later than 14 ( fourteen ) banking days upon receipt of this notification . after this date , all funds will be returned as unclaimed . all correspondences to mr . raymond berman , either by fax or email , should have this email sent along with it and also , your full address , your country of residence and your email address to which this email is sent , should be clearly and boldly written in your response with your claims agent . note : in order to avoid unnecessary delays and complications , please remember to quote your reference and batch numbers in every one of your correspondences with barclays finance service . furthermore , should therebe any change of your address , do inform your claims agent as soon as possible . congratulations again from all our staff and thank you for being part of our promotions program . sincerely , debbie molina the promotions manager , de national lottery , uk n . b . any breach of confidentiality on the part of the winners will result to disqualification . please do not reply to this mail . contact your claims agent mail sent from webmail service at php - nuke powered site - http : / / www . krp . com . pl",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"it takes 15 to be up studio generic viagra now you can get generic viagra for as low as $ 1 . 63 per 50 mg dose , with no medical prescription and discreet shipment to the privacy of your home or office . hurry offer ends soon ! ! generic sildenafil citrate ( gsc - 100 ) both are sildenafil citrate viagra the first generic form of sildenafil citrate ( the generic name for viagra ) is now available for consumers . visit our web site for a complete explanation . features : costs over 80 % less than brand name 100 % safe and secure doctor approved works in less then 15 min private delivery to your home 100 % money back guarantee click here to visit our website why pay more when gsc - 100 is the same thing and is only a click away ? viagra is a trademark of the pfizer , inc .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"averatec 3150 h athl 600 + / 256 ram / combo / 12 . 1 "" xga / xph @ $ 910 . 00 only ! ! t o d a y ' s special visit : http : / www . computron - me . com for deals ! 3150 h notebook "" available at all major super stores in north america "" * voted in top 15 notebooks for 7 months in a row by pc world . * 2004 mobility award winner averatec 3150 h mobile amd athlon xp - m 1600 + / 256 ram / 30 gb / 12 . 1 "" xga / dvd / cdrw / 56 k modem / 10 / 100 / xp home the mobile amd athlon xp - m 1600 + processor will bring you ultimate efficiency for your everyday computing needs . with powernow ! technology , get optimum performance while managing battery consumption for extended life . this ultra portable notebook weighs a mere 4 . 3 lbs and is only 1 . 2 inches thin . with an integrated dvd / cd - rw combo drive it makes mobile computing a breeze by eliminating the need for heavy external drives . with the use of quantispeed architecture , you will be able to access software applications at rapid speed . with its user friendly interface you will be able to make the most of your mobile computing experience . along with features such as usb 2 . 0 and integrated dvd / cd - rw the 3150 h is the next generation of portable computing . @ $ 910 . 00 only ! ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 3 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"we have vicodin and anything else save over 50 % on prescriptionxdrugs today withvourbon - lineepharmacyqyou can save money on drugs that you need everyday . we carrylevery thing includingbvicodin , valium , viagra , and over 100 pother name brandfmedicationsi . these aren ' t the cheap foreignxdrugs that 9 other companies offer . these are the exact doctor would prescribe . the best part is you don ' t need a you will save a lot of money . so click here to find out how much you can save today .",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"dine out at these great restaurants to unsubscribe from this mailing list : click here or send a blank message to : r . esalesl . 0 - 2 f 2 b 770 - 4 e 58 . iit . demokritos . gr . - paliourg @ 32 . moosq . com this offer sent to you from : optinrealbig . com llc 1333 w 120 th ave suite 101 westminster , co 80234",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"popularity pills , cheap ! ! ! viagra , cialis , and more ! viagra soft tabs is the # 1 med to struggle with mens ' erectile dysfunction . like one jokes sais , it is strong enough for a man , but made for a woman ; - ) ordering viagra soft tabs online is a very convinient , fast and secure way ! millions of people do it daily to save their privacy and money ! viagra soft tabs formula is effective for 95 % of the patients . if this treatment is not effective for you , we will refund you for every unopened pack . all you have to do is send them back , and we will immediately refund your account ! read more and order now these pills are just like regular cialis but they are specially formulated to be soft and dissolvable under the tongue . the pill is absorbed at the mouth and enters the bloodstream directly instead of going through the stomach . this results in a faster more powerful effect which still lasts up to 36 hours . cialis soft tabs also have less sidebacks ( you can drive or mix alcohol drinks with cialis ) . read more and order now super viagra , or cialis is used to treat erectile dysfunction , also known as impotence . this is when a man cannot get , or keep , a hard erect penis suitable for sexual activity . the active ingredient in cialis tablets , tadalafil , belongs to a group of medicines called phosphodiesterase type 5 inhibitors . following sexual stimulation cialis helps the blood vessels in your penis to relax which allows the blood flow into your penis . the result is the improved erectile function . cialis will not help you if you do not have erectile dysfunction . read more and order now how does viagra professional work ? viagra is a prescription drug used to treat erection difficulties , such as erectile dysfunction ( ed ) . since it first became available in 1998 , the prescription drug viagra has helped about 16 million men around the world to improve their sex lives . amazing , 9 tablets are dispensed every second worldwide . and no other therapy or prescription drug for erectile dysfunction has been studied as much or has the same amount of real - world experience as viagra since its launch . it ' s no wonder more than 600 , 000 doctors have chosen the prescription drug viagra for their patients with ed . fact is , when taken correctly , viagra works for most men . studies show that it works for up to 4 out of 5 men ( versus 1 out of 4 on sugar pill ) . viagra improves erections for most men no matter how long they have had ed , what caused it , how often they have it , or how old they are . if this treatmentis not effective for you , we will refund you for every unopened pack . all you have to do is send them back , and we will immediately refund your account ! read more and order now remove your email",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
the only solution to penis growth limited time offer : increase atleast 4 inches or your money back ! - - - - > click here to learn more ! no thanks,REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"ok new offshore pharmacy - not a single medical question asked , guaranteed or it ' s free . we have the cheapest drugs w / overnight delivery . valium , xanaxm , soma , zyban , super vlagara , etc . lowest cost anywhere in the world . 128 - bit encrypted site which means maximum confidentiality no tracing . executives , doctor ' s , business people have been using our site for years we are proud to present it to you . see what were all about today . this communication is privileged and contains confidential information intended only for the person ( s ) to whom it is addressed . any unauthorized disclosure , copying , other distribution of this communication or taking any action on its contents is strictly prohibited . if you have received this message in error , please notify us immediately or remove yourself from our list if there is no interest in regards to our products . http : / / www . nepzzz . com / mo 01 p / byebye . html m 34 mnnfnfnmfmfmfrr 4234 frvklspqwhwrcu r nnsu gaypz xpzmmhmo thof b sknfjimfkja rolkn hgm zw",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"miracle protein for immune system ' the antidote ' kills all known deadly viruses bacteria in the body that keep diseases , namely : influenza , sars , cancer , hiv etc . a disease must be made dormant to stop infection . ' the antidote ' is the answer . www . alwond . info / hp / we are the only company in the world who have developed and enhanced this product for sale . check here for more information www . alwond . info / hp / not interested ? http : / / get - it - online . info / soft / chair . php - - - - - - - - - - - blemish administer gerhard wheatstone secretive colorate featherweight survey vice loathe virtuoso verbatim epigrammatic eucre farfetched bookplate afforest lily bloomington maroon cloud turnkey cloakroom condemnatory oblivious profound curious declivity implant aid complementation cherubim serpent gleam scud casket scarborough testes actress mawkish beard mace shutoff wooster score minnesota sovereignty efface sixteenth commendatory digestive aliquot backplane bluestocking blumenthal accent desolater freed problematic dutch stab depose trigonometry quetzal accra bel psychophysic surplus ceylon fleawort autocollimate bloom arraign slid inextinguishable prexy gel pivotal olin faraday editorial ir davidson mckee placater damon babysat megalomania dalzell nightgown moe surrender maitre bantam sturgeon tetragonal clearheaded assassinate insufficient stiff repugnant bradshaw parliament july navy threesome you ' d revive china cb retribution elastic constellate kaleidescope sleight adverb chaos thetis discipline jill counterpoint ditty horseflesh obscure bartender close curry posse nsf ave effete leave disdainful sonoma belgrade men headwater medea vivian thirty comic bridgework column chamomile conscription arrack denumerable cognate bedside constipate maureen tenant tremulous belladonna carpentry lithology hog demand transferred playa parley fell hackle osmium delaware bust literal courteous linen bedimmed collagen pulley taurus affect unbidden clayton croix agenda earthshaking gradual sidearm crystal terpsichorean gamut trifluouride midterm practical domesticate bran journalese ovate kovacs pivotal trail camilla armoire attune anatomy ethic emerson sing asbestos premonitory toilet gary sunrise bugging broomcorn fraud billet claude immediacy cutworm debugging dopant suave hind handwrite hour landau atypic seismography outermost eldon emerge carton vivace clifton enormous amy reclamation shrimp clatter basalt jablonsky alumina hydrophobic rufus dora gilead argo youth meniscus wood bulk industry alia eugene didactic topmost draftsman halve dally consistent declarative bandit cypriot douglas sown fungus interdict astronomic provoke tailwind endgame washbowl chiropractor rare fateful ellis polymeric cervantes salina badinage bearish pragmatist confirmation wyoming laud enclave nominee equilateral fatal",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
"urgent reply overseas stake lottery international spain . batch number : at - 036 sbo 6 - 03 dear sir / madam , we are pleased to inform you that as a result of our recent lottery draw held on the 20 th dec . 2003 , your email address attached to ticket number 29521463895 with serial number 612 - 642 draw lucky numbers 8 - 12 - 03 - 25 - 31 - 40 which consequently won the 2 nd category for a lump sum pay out of us $ 1 , 200 . 000 . 00 ( one million two hunndred thousand united states dollar ) . note that all participants in this lottery program have been selected randomly through a complete ballot system drawn from over 25 , 000 . companies and 40 , 000 indiviadual email addresses from all search engine and website . this programmed take place every year and is promoted and sponsored by eminent personalities like the sultan of brunei , king fad of saudi arabia , bill gates of microsoft inc . and other corporate organizations . this is to encourage the use of the internet worldwide . for security purpose and clearity , we advise that you keep your wining information confidential until your claims have been processed and your money remmited to you . this is part of our security protocol to avoid double claim and unwarranted abuse of this program by some participant in our nest year usdl 0 millions lottery . you are requested to contact our clearance officer below to assist you with your winnings and subsequent payments . all winning must be claimed not later than one month after the date of this notice . please note , in order to avoid unnecessary delays and complications , remember to quote your referance number and batch numbers in all correspondence . furthermore , should there be any change of address do inform our agent as soon as possible . congratulations once more and thank you for being part of our program . note : you are authomatically disqualified if you are below 25 years of age . all reply should be through my private email address : hrrywilliam @ yahoo . com only for security reasons . yours sincerel mr williams harry , ( lottery coordinator ) get your free she . com e - mail address at http : / / www . she . com",REVIEW,"Promotion, Scam",Matched both Promotion and Scam keywords
