Class,Message
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://tinyurl.com/47g5ja
Scam,"Warning: Your income tax filing has an error resulting in Rs.1,750 penalty. Pay immediately: http://short.link/46ig2b"
Scam,"Dear customer, your account has suspicious activity. Click http://rebrand.ly/hkbji6 to secure it now."
Scam,URGENT: Your Chase account will be blocked. Verify your KYC immediately at http://rebrand.ly/h4464h
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.3,550. Verify identity: http://tinyurl.com/ci3a7h"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.1,800."
Scam,FINAL NOTICE: Your SBI debit card will expire today. Update details: http://short.link/954aad
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.9,499 fee here: http://account-alert.net/hdi782"
Scam,"You've qualified for a pre-approved loan of Rs.9,599. No documents required. http://account-alert.net/k5bb30"
Scam,"Dear customer, your account has suspicious activity. Click http://rebrand.ly/efch4d to secure it now."
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/901997
Scam,"You have been chosen for a cash reward of Rs.2,399. Claim before it expires: http://short.link/f507jd"
Scam,"Dear user, we detected unusual activity on your HSBC card. Verify now or it will be suspended: http://cutt.ly/i1j52c"
Scam,"Your electricity meter shows irregular usage. Pay Rs.7,800 fine now to avoid disconnection: http://rebrand.ly/iahc03"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://bit.ly/2hj728
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://bit.ly/h4k64f
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.7,099 fee here: http://rebrand.ly/hj40eb"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.1,899."
Scam,FINAL NOTICE: Your Standard Chartered debit card will expire today. Update details: http://cutt.ly/dhh8di
Scam,"Congratulations! You have won Rs.2,999,000 in the lucky draw. Claim now at http://cutt.ly/ci1ghf"
Scam,"Warning: Your income tax filing has an error resulting in Rs.2,500 penalty. Pay immediately: http://secure-verify.co/k5i34d"
Scam,"Your electricity meter shows irregular usage. Pay Rs.1,199 fine now to avoid disconnection: http://bit.ly/hg67gf"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://tinyurl.com/8gi1c4
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.7,300. Reply YES."
Scam,"Your USPS package with tracking ref Y5U5BWDVQV is stuck at customs. Pay Rs.2,999 to release: http://account-alert.net/jf766e"
Scam,"Warning: Your income tax filing has an error resulting in Rs.2,899 penalty. Pay immediately: http://short.link/68d53d"
Scam,"Job offer: Earn Rs.3,550 per day doing simple online tasks. Registration fee required: http://cutt.ly/4e0gkj"
Scam,"Your OTP is 5577. Do not share with anyone. If you did not request this, click http://tinyurl.com/cei7dc"
Scam,"Act now! Limited slots for guaranteed Rs.4,450 monthly income working from home. http://secure-verify.co/c3593g"
Scam,"Congratulations! You have won Rs.4,799,000 in the lucky draw. Claim now at http://rebrand.ly/ce0e7a"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://bit.ly/f73k2h"
Scam,"Your electricity meter shows irregular usage. Pay Rs.8,550 fine now to avoid disconnection: http://short.link/71k4ki"
Scam,"Your OTP is 6307. Do not share with anyone. If you did not request this, click http://rebrand.ly/khi7d9"
Scam,"Dear customer, your account has suspicious activity. Click http://rebrand.ly/i1g00c to secure it now."
Scam,You have been chosen for a cash reward of Rs.150. Claim before it expires: http://rebrand.ly/52ciij
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.9,050. Verify identity: http://rebrand.ly/ed2ge5"
Scam,Your credit score has dropped. Click http://short.link/4h7jka to fix it instantly and unlock a free loan offer.
Scam,"You've qualified for a pre-approved loan of Rs.8,100. No documents required. http://secure-verify.co/g9j6kb"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://bit.ly/7g3h10"
Scam,"Dear customer, your account has suspicious activity. Click http://tinyurl.com/fbfbkf to secure it now."
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://short.link/3f4i52"
Scam,You've been selected for a free iPhone! Claim your prize now: http://short.link/j4ja3j
Scam,"Hello, this is IDBI Bank security team. Your card has been used for a Rs.8,450 purchase. Call back to cancel."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://bit.ly/g8a6bj
Scam,FINAL NOTICE: Your ICICI Bank debit card will expire today. Update details: http://account-alert.net/3f70b7
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://cutt.ly/j9f05a
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.5,050. Reply YES."
Scam,"Act now! Limited slots for guaranteed Rs.7,000 monthly income working from home. http://tinyurl.com/g19kha"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://tinyurl.com/351hk4
Scam,"You have received a WhatsApp gift voucher worth Rs.5,700. Redeem before it expires: http://short.link/ie4e4j"
Scam,"Dear customer, your account has suspicious activity. Click http://cutt.ly/6aja6j to secure it now."
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://secure-verify.co/f9gikf
Scam,"You have received a WhatsApp gift voucher worth Rs.7,500. Redeem before it expires: http://rebrand.ly/ja13e7"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://cutt.ly/3jg70c"
Scam,"You've qualified for a pre-approved loan of Rs.7,999. No documents required. http://bit.ly/h1gc3e"
Scam,You've been selected for a free iPhone! Claim your prize now: http://secure-verify.co/k58h4i
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://tinyurl.com/5jadia
Scam,"You have received a WhatsApp gift voucher worth Rs.5,299. Redeem before it expires: http://bit.ly/5dcd96"
Scam,"Congratulations! You have won Rs.7,499,000 in the lucky draw. Claim now at http://tinyurl.com/18f0c2"
Scam,"You have received a WhatsApp gift voucher worth Rs.6,050. Redeem before it expires: http://cutt.ly/5k3ha4"
Scam,"You have been chosen for a cash reward of Rs.6,899. Claim before it expires: http://secure-verify.co/6g8b83"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://bit.ly/ej2ebk"
Scam,You've been selected for a free iPhone! Claim your prize now: http://bit.ly/j3cc36
Scam,"Your Wells Fargo rewards points worth Rs.3,100 are expiring today! Redeem now: http://rebrand.ly/9ef65h"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://secure-verify.co/88g1ig
Scam,FINAL NOTICE: Your Standard Chartered debit card will expire today. Update details: http://tinyurl.com/g43fb5
Scam,Your number has been randomly selected to receive a free vacation package worth Rs.899. Reply YES.
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.9,300. Reply YES."
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.3,299."
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://cutt.ly/800h4e
Scam,"You have received a WhatsApp gift voucher worth Rs.9,200. Redeem before it expires: http://secure-verify.co/h0ji7e"
Scam,"You have been chosen for a cash reward of Rs.4,799. Claim before it expires: http://cutt.ly/1g3f6a"
Scam,"You've qualified for a pre-approved loan of Rs.7,200. No documents required. http://short.link/i1114c"
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://rebrand.ly/552337
Scam,URGENT: Your Axis Bank account will be blocked. Verify your KYC immediately at http://rebrand.ly/k158ja
Scam,"URGENT: Suspicious transaction of Rs.6,099 detected on your account. Verify or lose access: http://bit.ly/85h7a7"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://tinyurl.com/047153
Scam,Your number has been randomly selected to receive a free vacation package worth Rs.350. Reply YES.
Scam,"Congratulations! You have won Rs.3,600,000 in the lucky draw. Claim now at http://account-alert.net/758gf4"
Scam,Your Chase net banking has been locked. Click http://rebrand.ly/5a1485 immediately to unlock your account.
Scam,"URGENT: Suspicious transaction of Rs.6,199 detected on your account. Verify or lose access: http://bit.ly/5h9dc7"
Scam,"Congratulations! You have won Rs.7,350,000 in the lucky draw. Claim now at http://rebrand.ly/5ig64h"
Scam,Your Yes Bank net banking has been locked. Click http://cutt.ly/42df14 immediately to unlock your account.
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://secure-verify.co/3ia51e
Scam,"Your OTP is 1535. Do not share with anyone. If you did not request this, click http://bit.ly/7ak044"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://tinyurl.com/diej3k"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.1,950."
Scam,"Warning: Your income tax filing has an error resulting in Rs.8,399 penalty. Pay immediately: http://tinyurl.com/3f630f"
Scam,"Government tax refund of Rs.5,400 pending. Click http://secure-verify.co/7c4gbd to claim before deadline."
Scam,Your credit score has dropped. Click http://cutt.ly/ai9740 to fix it instantly and unlock a free loan offer.
Scam,Job offer: Earn Rs.399 per day doing simple online tasks. Registration fee required: http://rebrand.ly/a4g5k7
Scam,"Your OTP is 5733. Do not share with anyone. If you did not request this, click http://rebrand.ly/0fi7ka"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.3,500."
Scam,"Hello, this is Chase security team. Your card has been used for a Rs.3,050 purchase. Call back to cancel."
Scam,"URGENT: Suspicious transaction of Rs.1,100 detected on your account. Verify or lose access: http://short.link/2hkaa0"
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.3,200."
Scam,You've been selected for a free iPhone! Claim your prize now: http://cutt.ly/dg4iid
Scam,"You have been chosen for a cash reward of Rs.5,300. Claim before it expires: http://bit.ly/j708b5"
Scam,Your Canara Bank net banking has been locked. Click http://rebrand.ly/6ci2ga immediately to unlock your account.
Scam,"Dear customer, your account has suspicious activity. Click http://secure-verify.co/fi8bj1 to secure it now."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://rebrand.ly/f7ai9f
Scam,"URGENT: Suspicious transaction of Rs.6,100 detected on your account. Verify or lose access: http://tinyurl.com/c11c87"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://bit.ly/f9669f
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.7,900 fee here: http://account-alert.net/7i7f32"
Scam,"Your electricity meter shows irregular usage. Pay Rs.5,550 fine now to avoid disconnection: http://secure-verify.co/120kj6"
Scam,"You are pre-selected for a Rs.5,100 personal loan at 0% interest. Apply now: http://secure-verify.co/7dck5e"
Scam,"Dear user, we detected unusual activity on your Wells Fargo card. Verify now or it will be suspended: http://bit.ly/9ih90j"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://short.link/jc922d
Scam,"Hello, this is Yes Bank security team. Your card has been used for a Rs.7,450 purchase. Call back to cancel."
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://cutt.ly/hec1df
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://rebrand.ly/bg2f42"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://bit.ly/bf80bf
Scam,"Your electricity board refund of Rs.9,550 is ready. Share your bank OTP to receive it."
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/gcjfe9
Scam,FINAL NOTICE: Your Standard Chartered debit card will expire today. Update details: http://short.link/7a7e76
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.6,750."
Scam,Investment opportunity: Double your money in 7 days guaranteed! Message now.
Scam,"Government tax refund of Rs.8,300 pending. Click http://tinyurl.com/4k9e4i to claim before deadline."
Scam,Your netflix subscription payment failed. Update your card details immediately: http://cutt.ly/d2gj4a
Scam,Your USPS package with tracking ref ZG9TT60BKS is stuck at customs. Pay Rs.500 to release: http://tinyurl.com/2gbgj3
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://secure-verify.co/e0h377
Scam,Your HSBC net banking has been locked. Click http://tinyurl.com/2k51fk immediately to unlock your account.
Scam,"Hello, this is ICICI Bank security team. Your card has been used for a Rs.8,950 purchase. Call back to cancel."
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://rebrand.ly/3b1404
Scam,"Warning: Your income tax filing has an error resulting in Rs.9,000 penalty. Pay immediately: http://rebrand.ly/0c075a"
Scam,"Work from home and earn Rs.3,700 daily! No investment needed. Join now: http://bit.ly/j909cj"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.8,200. Reply YES."
Scam,You are pre-selected for a Rs.100 personal loan at 0% interest. Apply now: http://secure-verify.co/e6kf4c
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.5,950. Verify identity: http://rebrand.ly/f9cdi8"
Scam,"Dear customer, your account has suspicious activity. Click http://rebrand.ly/f0f653 to secure it now."
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.7,500. Reply YES."
Scam,"You have been chosen for a cash reward of Rs.5,050. Claim before it expires: http://secure-verify.co/052k37"
Scam,FINAL NOTICE: Your HDFC Bank debit card will expire today. Update details: http://short.link/e3061b
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.1,400. Pay now: http://cutt.ly/2i9ef9"
Scam,You have received a WhatsApp gift voucher worth Rs.199. Redeem before it expires: http://short.link/ajg2hc
Scam,"Dear customer, your account has suspicious activity. Click http://short.link/a9c801 to secure it now."
Scam,Your electricity board refund of Rs.799 is ready. Share your bank OTP to receive it.
Scam,"Warning: Your income tax filing has an error resulting in Rs.6,250 penalty. Pay immediately: http://short.link/cia8a8"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://secure-verify.co/713367"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://rebrand.ly/e575a0
Scam,"Dear user, we detected unusual activity on your Standard Chartered card. Verify now or it will be suspended: http://tinyurl.com/bd828d"
Scam,"You have been chosen for a cash reward of Rs.6,899. Claim before it expires: http://tinyurl.com/jbbg61"
Scam,"You are pre-selected for a Rs.8,499 personal loan at 0% interest. Apply now: http://bit.ly/chfk43"
Scam,"Work from home and earn Rs.3,499 daily! No investment needed. Join now: http://bit.ly/72jf05"
Scam,Your credit score has dropped. Click http://cutt.ly/94573j to fix it instantly and unlock a free loan offer.
Scam,"Hello, this is ICICI Bank security team. Your card has been used for a Rs.9,299 purchase. Call back to cancel."
Scam,"Your OTP is 8725. Do not share with anyone. If you did not request this, click http://cutt.ly/4i0jj0"
Scam,"Dear user, we detected unusual activity on your SBI card. Verify now or it will be suspended: http://short.link/kc2065"
Scam,FINAL NOTICE: Your Canara Bank debit card will expire today. Update details: http://bit.ly/13jhd6
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://short.link/ife004
Scam,"Your HDFC Bank rewards points worth Rs.1,900 are expiring today! Redeem now: http://bit.ly/ffd0jk"
Scam,"Hello, this is Kotak Mahindra security team. Your card has been used for a Rs.1,450 purchase. Call back to cancel."
Scam,"You've qualified for a pre-approved loan of Rs.2,300. No documents required. http://rebrand.ly/5cj2e7"
Scam,Your electricity meter shows irregular usage. Pay Rs.599 fine now to avoid disconnection: http://bit.ly/42agfi
Scam,"We tried to deliver your package but failed. Reschedule and pay Rs.4,950 fee here: http://short.link/c7c4d4"
Scam,"Your USPS package with tracking ref 96Q4B93M9B is stuck at customs. Pay Rs.9,499 to release: http://rebrand.ly/00h0i4"
Scam,Alert: Unauthorized login detected on your account. Reset password now: http://bit.ly/fj3fj5
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.8,650. Verify identity: http://bit.ly/53i7gg"
Scam,Your electricity connection will be disconnected tonight due to unpaid bill. Pay now: http://rebrand.ly/99hiij
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://rebrand.ly/b6b9c8
Scam,"Work from home and earn Rs.1,400 daily! No investment needed. Join now: http://rebrand.ly/19ce2k"
Scam,"Your UPS package with tracking ref Y61UZ5GX59 is stuck at customs. Pay Rs.4,650 to release: http://bit.ly/c89j29"
Scam,"Warning: Your income tax filing has an error resulting in Rs.8,899 penalty. Pay immediately: http://tinyurl.com/7eb6gd"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://bit.ly/4f6b8i
Scam,URGENT: Your HDFC Bank account will be blocked. Verify your KYC immediately at http://rebrand.ly/a29301
Scam,"You've qualified for a pre-approved loan of Rs.3,350. No documents required. http://rebrand.ly/4a9395"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://cutt.ly/8a9f81
Scam,"Dear customer, your account has suspicious activity. Click http://short.link/0g7d01 to secure it now."
Scam,"Your electricity board refund of Rs.2,499 is ready. Share your bank OTP to receive it."
Scam,"You are pre-selected for a Rs.7,450 personal loan at 0% interest. Apply now: http://short.link/ajk058"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://tinyurl.com/eceah5"
Scam,"You've qualified for a pre-approved loan of Rs.9,150. No documents required. http://account-alert.net/j4fh83"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://short.link/85k3gj
Scam,"Your DHL package with tracking ref 7Y3TPDOGH7 is stuck at customs. Pay Rs.9,000 to release: http://secure-verify.co/8egag5"
Scam,"Government tax refund of Rs.5,000 pending. Click http://account-alert.net/57j6gc to claim before deadline."
Scam,FINAL NOTICE: Your Bank of America debit card will expire today. Update details: http://cutt.ly/jgejgk
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://rebrand.ly/9gg6ic
Scam,URGENT: Your Kotak Mahindra account will be blocked. Verify your KYC immediately at http://rebrand.ly/70ahd7
Scam,"You have received a WhatsApp gift voucher worth Rs.6,350. Redeem before it expires: http://rebrand.ly/c95i8a"
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://short.link/03hk68"
Scam,Your netflix subscription payment failed. Update your card details immediately: http://secure-verify.co/i28cb4
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.7,850."
Scam,Your Chase net banking has been locked. Click http://tinyurl.com/5i52hg immediately to unlock your account.
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://account-alert.net/76210h"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://account-alert.net/54ifea
Scam,Your credit score has dropped. Click http://cutt.ly/hgeiaf to fix it instantly and unlock a free loan offer.
Scam,"Your electricity meter shows irregular usage. Pay Rs.6,899 fine now to avoid disconnection: http://tinyurl.com/63jb3k"
Scam,"URGENT: Suspicious transaction of Rs.8,999 detected on your account. Verify or lose access: http://secure-verify.co/i5f4i0"
Scam,"Act now! Limited slots for guaranteed Rs.8,600 monthly income working from home. http://bit.ly/d8bg27"
Scam,"You have received a WhatsApp gift voucher worth Rs.3,700. Redeem before it expires: http://tinyurl.com/5bfd88"
Scam,"Government tax refund of Rs.3,600 pending. Click http://secure-verify.co/2bg8ii to claim before deadline."
Scam,"You are pre-selected for a Rs.6,400 personal loan at 0% interest. Apply now: http://bit.ly/54hc25"
Scam,"Your Axis Bank rewards points worth Rs.2,400 are expiring today! Redeem now: http://tinyurl.com/d82gi0"
Scam,"Your OTP is 1793. Do not share with anyone. If you did not request this, click http://account-alert.net/228b95"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://rebrand.ly/fk831c"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://bit.ly/ci7098
Scam,"Your OTP is 6002. Do not share with anyone. If you did not request this, click http://account-alert.net/598eh2"
Scam,"Congratulations! You have won Rs.200,000 in the lucky draw. Claim now at http://secure-verify.co/j5ige0"
Scam,"Job offer: Earn Rs.3,499 per day doing simple online tasks. Registration fee required: http://cutt.ly/e6879f"
Scam,"Your HDFC Bank rewards points worth Rs.3,100 are expiring today! Redeem now: http://cutt.ly/f5ee61"
Scam,"Your electricity board refund of Rs.3,750 is ready. Share your bank OTP to receive it."
Scam,"Warning: Your income tax filing has an error resulting in Rs.6,050 penalty. Pay immediately: http://account-alert.net/40dcik"
Scam,"Your OTP is 7952. Do not share with anyone. If you did not request this, click http://short.link/ha0g9a"
Scam,"Your OTP is 4406. Do not share with anyone. If you did not request this, click http://secure-verify.co/fbcc44"
Scam,"Work from home and earn Rs.9,400 daily! No investment needed. Join now: http://secure-verify.co/j668ch"
Scam,"Your Citibank rewards points worth Rs.5,000 are expiring today! Redeem now: http://rebrand.ly/246de3"
Scam,"You have been chosen for a cash reward of Rs.1,250. Claim before it expires: http://tinyurl.com/a2h0a9"
Scam,"You have received a WhatsApp gift voucher worth Rs.6,350. Redeem before it expires: http://tinyurl.com/9ibefj"
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.2,099. Pay now: http://rebrand.ly/611aab"
Scam,"Government tax refund of Rs.5,899 pending. Click http://short.link/cc225b to claim before deadline."
Scam,You've been selected for a free iPhone! Claim your prize now: http://rebrand.ly/9d91cf
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://cutt.ly/h66g89
Scam,"Warning: Your income tax filing has an error resulting in Rs.9,150 penalty. Pay immediately: http://secure-verify.co/g0j548"
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://bit.ly/fkj9gg
Scam,"Your Aadhaar card is linked to a fraudulent transaction of Rs.4,950. Verify identity: http://rebrand.ly/dgbe20"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://short.link/a6jjc9"
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.6,400. Pay now: http://short.link/fcia6f"
Scam,Warning: Your income tax filing has an error resulting in Rs.999 penalty. Pay immediately: http://secure-verify.co/6h454d
Scam,"Your parcel is on hold due to unpaid customs fee of Rs.7,150. Pay now: http://secure-verify.co/icbg8i"
Scam,"Your HSBC rewards points worth Rs.2,650 are expiring today! Redeem now: http://secure-verify.co/k0h5j1"
Scam,"Hello, this is Citibank security team. Your card has been used for a Rs.750 purchase. Call back to cancel."
Scam,URGENT: Suspicious transaction of Rs.200 detected on your account. Verify or lose access: http://short.link/10b25g
Scam,Work from home and earn Rs.399 daily! No investment needed. Join now: http://cutt.ly/422a0b
Scam,Your credit score has dropped. Click http://secure-verify.co/hbhkk8 to fix it instantly and unlock a free loan offer.
Scam,Your IDBI Bank net banking has been locked. Click http://cutt.ly/9c33e3 immediately to unlock your account.
Scam,"Your OTP is 1638. Do not share with anyone. If you did not request this, click http://bit.ly/g7gie6"
Scam,"Your Amazon Logistics package with tracking ref 57ZIBA7T58 is stuck at customs. Pay Rs.2,900 to release: http://account-alert.net/e29ji0"
Scam,"Job offer: Earn Rs.1,200 per day doing simple online tasks. Registration fee required: http://short.link/ig7g6i"
Scam,FINAL NOTICE: Your Axis Bank debit card will expire today. Update details: http://rebrand.ly/0c7478
Scam,"Act now! Limited slots for guaranteed Rs.3,300 monthly income working from home. http://account-alert.net/j90bca"
Scam,"Dear customer, your account has suspicious activity. Click http://tinyurl.com/2f5kgj to secure it now."
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.3,650."
Scam,"Your electricity meter shows irregular usage. Pay Rs.1,400 fine now to avoid disconnection: http://secure-verify.co/8882hj"
Scam,"Your number has been randomly selected to receive a free vacation package worth Rs.2,299. Reply YES."
Scam,URGENT: Your HSBC account will be blocked. Verify your KYC immediately at http://bit.ly/h5f684
Scam,"You have been chosen for a cash reward of Rs.6,000. Claim before it expires: http://tinyurl.com/74i74k"
Scam,"Congratulations! You have won Rs.7,600,000 in the lucky draw. Claim now at http://short.link/fd12gc"
Scam,"Your electricity meter shows irregular usage. Pay Rs.7,450 fine now to avoid disconnection: http://bit.ly/ag32kc"
Scam,"Hello, this is Axis Bank security team. Your card has been used for a Rs.1,550 purchase. Call back to cancel."
Scam,"URGENT: Suspicious transaction of Rs.1,800 detected on your account. Verify or lose access: http://secure-verify.co/a9c196"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://tinyurl.com/1db484"
Scam,"Dear customer, your account has suspicious activity. Click http://secure-verify.co/a1ckdj to secure it now."
Scam,"Hello, this is IDBI Bank security team. Your card has been used for a Rs.8,400 purchase. Call back to cancel."
Scam,"Job offer: Earn Rs.6,350 per day doing simple online tasks. Registration fee required: http://tinyurl.com/c91jb2"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/e08ie6
Scam,"Your DHL package with tracking ref PA2J3TVWE1 is stuck at customs. Pay Rs.7,400 to release: http://short.link/f3kh2e"
Scam,"Hello, this is Yes Bank security team. Your card has been used for a Rs.9,199 purchase. Call back to cancel."
Scam,"You have an unclaimed inheritance of $1,000,000. Contact us urgently at http://rebrand.ly/g6bj8f"
Scam,"Your PNB rewards points worth Rs.8,550 are expiring today! Redeem now: http://cutt.ly/g1385i"
Scam,"You have received a WhatsApp gift voucher worth Rs.6,900. Redeem before it expires: http://account-alert.net/003kf6"
Scam,Your Aadhaar card is linked to a fraudulent transaction of Rs.399. Verify identity: http://cutt.ly/2i6kj2
Scam,"Congratulations! You have won Rs.7,199,000 in the lucky draw. Claim now at http://secure-verify.co/bgdcg4"
Scam,"Your electricity meter shows irregular usage. Pay Rs.8,250 fine now to avoid disconnection: http://secure-verify.co/cc5jf6"
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://cutt.ly/98i719
Scam,"Work from home and earn Rs.3,199 daily! No investment needed. Join now: http://tinyurl.com/290cae"
Scam,"Your electricity meter shows irregular usage. Pay Rs.1,400 fine now to avoid disconnection: http://tinyurl.com/hh6k3a"
Scam,"Job offer: Earn Rs.1,599 per day doing simple online tasks. Registration fee required: http://bit.ly/bf2ag6"
Scam,"Act now! Limited slots for guaranteed Rs.6,799 monthly income working from home. http://short.link/59cgc0"
Scam,"Your FedEx package with tracking ref J7FOK31TTK is stuck at customs. Pay Rs.4,899 to release: http://tinyurl.com/d687h7"
Scam,You've been selected for a free iPhone! Claim your prize now: http://account-alert.net/15g4h6
Scam,Your credit score has dropped. Click http://bit.ly/e3761k to fix it instantly and unlock a free loan offer.
Scam,"Act now! Limited slots for guaranteed Rs.5,999 monthly income working from home. http://bit.ly/1260e0"
Scam,FINAL NOTICE: Your PNB debit card will expire today. Update details: http://rebrand.ly/5g593b
Scam,Bank of India Alert: Your account is under review. Confirm your details within 2 hours: http://account-alert.net/6a5da4
Scam,Your SIM card will be deactivated in 24 hrs. Verify Aadhaar now at http://account-alert.net/33f135
Scam,You've been selected for a free iPhone! Claim your prize now: http://bit.ly/hg2a9f
Scam,FINAL NOTICE: Your IDBI Bank debit card will expire today. Update details: http://bit.ly/g6ccbd
Scam,Your netflix subscription payment failed. Update your card details immediately: http://short.link/8jejdh
Scam,Your number has been randomly selected to receive a free vacation package worth Rs.750. Reply YES.
Scam,Your credit score has dropped. Click http://bit.ly/bkc5j7 to fix it instantly and unlock a free loan offer.
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://tinyurl.com/ck1ia9"
Scam,"RBI Notice: Your bank account KYC is incomplete, leading to a freeze. Update now: http://secure-verify.co/715d32"
Scam,We tried to deliver your package but failed. Reschedule and pay Rs.500 fee here: http://tinyurl.com/i3fgh6
Scam,"You've qualified for a pre-approved loan of Rs.7,599. No documents required. http://short.link/8kk2de"
Scam,"Your India Post package with tracking ref 7PQGJ5J62U is stuck at customs. Pay Rs.1,550 to release: http://tinyurl.com/69ei62"
Scam,"Dear user, we detected unusual activity on your Kotak Mahindra card. Verify now or it will be suspended: http://tinyurl.com/a99k10"
Scam,"URGENT: Suspicious transaction of Rs.4,499 detected on your account. Verify or lose access: http://secure-verify.co/fj5i68"
Scam,"Hello, this is Yes Bank security team. Your card has been used for a Rs.8,950 purchase. Call back to cancel."
Scam,"You are the lucky winner of our lottery! Send your bank details to claim Rs.5,399."
Scam,"Your India Post package with tracking ref 9AVD1P7I5I is stuck at customs. Pay Rs.2,850 to release: http://tinyurl.com/cjk6df"
Scam,You've been selected for a free iPhone! Claim your prize now: http://short.link/a9kcb1
